name,link,price,location,picture,installment,extra,day,site
GTX 1660 TI 6GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1660-ti-6gb-1409788332,R$ 900,"Nova Lima, Cristais",https://img.olx.com.br/images/11/117565896322909.webp,"3x de R$ 300,00","['Pague Online', 'Parcelamento sem juros']","4 de jun, 20:57",OLX
RTX 3080 10gb Galax SG 1 Click Oc,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-10gb-galax-sg-1-click-oc-1396034613,R$ 2.849,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/52/525542753300712.webp,"3x de R$ 949,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:34",OLX
GTX 1660 Super 6gb Asus Tuf3,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1660-super-6gb-asus-tuf3-1400031232,R$ 1.050,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/83/831535044698108.webp,"3x de R$ 350,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:34",OLX
RTX 3070 Ti 8gb Galax Sg,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-ti-8gb-galax-sg-1400023671,R$ 2.469,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/73/734541524159602.webp,"3x de R$ 823,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:33",OLX
RTX 3070 8gb Afox Dual,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-8gb-afox-dual-1409670289,R$ 1.899,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/85/851574170433201.webp,"3x de R$ 633,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:31",OLX
RTX 3070 Ti 8gb iGame Advanced OC,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-ti-8gb-igame-advanced-oc-1409667391,R$ 2.599,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/86/868585055916544.webp,"3x de R$ 866,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:23",OLX
Rx 550 4 gb,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-550-4-gb-1409662168,R$ 300,Nova Era,https://img.olx.com.br/images/70/705591050832822.webp,"3x de R$ 100,00","['Pague Online', 'Parcelamento sem juros']","4 de jun, 13:09",OLX
RTX 3070 8gb Asus Rog Strix,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-8gb-asus-rog-strix-1409662332,R$ 2.429,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/92/929536896411634.webp,"3x de R$ 809,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:08",OLX
RTX 3070 8gb Galax Click Oc,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-8gb-galax-click-oc-1409661278,R$ 2.049,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/17/179584053197448.webp,"3x de R$ 683,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:05",OLX
RTX 3070 Ti 8gb Palit Gamingpro,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-ti-8gb-palit-gamingpro-1409660283,R$ 2.399,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/58/582580531602409.webp,"3x de R$ 799,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 13:02",OLX
GTX 1060 3G,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/gtx-1060-3g-1409658587,R$ 540,Juatuba,https://img.olx.com.br/images/70/708514416786336.webp,"3x de R$ 180,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:59",OLX
RTX 3060 Ti 8gb Asus Dual Mini,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-ti-8gb-asus-dual-mini-1409658708,R$ 1.789,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/95/957586295281765.webp,"3x de R$ 596,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:57",OLX
RTX 3060 Ti 8gb Msi Ventus,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-ti-8gb-msi-ventus-1409657804,R$ 1.809,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/89/893508411522084.webp,"3x de R$ 603,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:54",OLX
RX 570 OC 8G,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-570-oc-8g-1409656805,R$ 670,Juatuba,https://img.olx.com.br/images/28/286522775803887.webp,"3x de R$ 223,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:53",OLX
RTX 3060 Ti 8gb Asus Ko Lhr,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-ti-8gb-asus-ko-lhr-1409656772,R$ 1.899,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/51/510560778080661.webp,"3x de R$ 633,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:51",OLX
RTX 3060 Ti 8gb Zotac Twin Edge,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-ti-8gb-zotac-twin-edge-1409655770,R$ 1.799,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/82/827521651406062.webp,"3x de R$ 599,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:48",OLX
"RTX 5060, MSI VENTUS 2X OC, 8 GB - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5060-msi-ventus-2x-oc-8-gb-lacrada-envio-p-todo-br-1409646578,R$ 2.659,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/25/251579418427151.webp,"3x de R$ 886,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:25",OLX
"RTX 5070, GIGABYTE AERO OC, 12 GB - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5070-gigabyte-aero-oc-12-gb-lacrada-envio-p-todo-br-1409646468,R$ 5.399,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/95/951581414260223.webp,"3x de R$ 1.799,67","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 12:25",OLX
Radeon PRO Vega Frontier Edition 16 GB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/radeon-pro-vega-frontier-edition-16-gb-1408573004,R$ 3.000,"Sete Lagoas, Fátima",https://img.olx.com.br/images/46/467513404854849.webp,"3x de R$ 1.000,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 09:27",OLX
"RTX 5090, ASUS TUF, 32 GB, GDDR7 - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5090-asus-tuf-32-gb-gddr7-lacrada-envio-p-todo-br-1400723374,R$ 19.990,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/31/316581761771170.webp,"3x de R$ 6.663,33","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","4 de jun, 08:51",OLX
Rtx 4060 - 5 Mese de Uso - 3 Anos de Garantia,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-4060-5-mese-de-uso-3-anos-de-garantia-1409414173,R$ 2.400,"Ubá, São Domingos",https://img.olx.com.br/images/46/461565050354626.webp,"3x de R$ 800,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 21:38",OLX
Nvidea 1050,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/nvidea-1050-1409373773,R$ 350,"Pouso Alegre, Centro",https://img.olx.com.br/images/50/507534770469809.webp,"3x de R$ 116,67","['Pague Online', 'Parcelamento sem juros']","3 de jun, 19:56",OLX
RTX 3080 Ti 12GB GIGABYTE VISION,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-ti-12gb-gigabyte-vision-1409370016,R$ 3.899,"Belo Horizonte, São Geraldo",https://img.olx.com.br/images/55/558532891266837.webp,"3x de R$ 1.299,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 19:43",OLX
RTX 3060Ti Galax GDDR6x,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060ti-galax-gddr6x-1409318833,R$ 2.000,"Belo Horizonte, Saudade",https://img.olx.com.br/images/56/562579297093583.webp,"3x de R$ 666,67","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 17:09",OLX
RTX 2060 SUPER - NÃO TROCO,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-2060-super-nao-troco-1409308924,R$ 1.300,"Sabará, Paciência",https://img.olx.com.br/images/78/782564292604332.webp,"3x de R$ 433,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 15:34",OLX
"RTX 5070 TI, PALIT, GAMING PRO, 16 GB - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5070-ti-palit-gaming-pro-16-gb-lacrada-envio-p-todo-br-1400569042,R$ 6.799,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/10/109592161278867.webp,"3x de R$ 2.266,33","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 14:03",OLX
"RTX 5070 TI, MSI, VANGUARD, 16GB - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5070-ti-msi-vanguard-16gb-lacrada-envio-p-todo-br-1400548497,R$ 7.699,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/74/745558281624939.webp,"3x de R$ 2.566,33","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 14:02",OLX
"RTX 5070 TI, ASUS PRIME, 16GB, - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5070-ti-asus-prime-16gb-lacrada-envio-p-todo-br-1392199646,R$ 6.999,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/44/447528156280048.webp,"3x de R$ 2.333,00","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 14:02",OLX
"RTX 5060, MSI VENTUS 2X OC, 8 GB - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5060-msi-ventus-2x-oc-8-gb-lacrada-envio-p-todo-br-1400568752,R$ 2.659,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/11/110541650965264.webp,"3x de R$ 886,33","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","3 de jun, 13:38",OLX
Monitor AOC 19 polegadas,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/monitor-aoc-19-polegadas-1375765901,R$ 100,"Juiz de Fora, Nova Era",https://img.olx.com.br/images/70/705546612671656.webp,"3x de R$ 33,33","['Pague Online', 'Parcelamento sem juros']","3 de jun, 04:09",OLX
Rtx 2060 Gigabyte  ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-2060-gigabyte-1409108423,R$ 1.200,"Sete Lagoas, Esmeraldas",https://img.olx.com.br/images/69/698508532260442.webp,"3x de R$ 400,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 20:36",OLX
RX 7700 XT 12GB XFX,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-7700-xt-12gb-xfx-1409026298,R$ 3.299,"Belo Horizonte, São Geraldo",https://img.olx.com.br/images/41/413500412492986.webp,"3x de R$ 1.099,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 15:06",OLX
Rx 580 8 gb leia o anúncio ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-580-8-gb-leia-o-anuncio-1408895955,R$ 350,"Ribeirão das Neves, Maria Helena (Justinópolis)",https://img.olx.com.br/images/51/515541059596033.webp,"3x de R$ 116,67","['Pague Online', 'Parcelamento sem juros']","2 de jun, 08:12",OLX
"RX 9070, GIGABYTE, GAMING OC, 16GB - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rx-9070-gigabyte-gaming-oc-16gb-envio-p-todo-br-1399341021,R$ 5.099,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/30/304525405937352.webp,"3x de R$ 1.699,67","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","2 de jun, 07:05",OLX
RTX 2080 Ti 11GB FOUNDERS EDITION,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-2080-ti-11gb-founders-edition-1408784470,R$ 2.599,"Belo Horizonte, São Geraldo",https://img.olx.com.br/images/62/627598291038921.webp,"3x de R$ 866,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 13:45",OLX
RTX 3090 ZOTAC Trinity 24GB GDDR6X (PERFEITA - MAS NAÕ TEM CAIXA ORIGINAL),https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3090-zotac-trinity-24gb-gddr6x-perfeita-mas-nao-tem-caixa-original-1408767977,R$ 4.300,"Sete Lagoas, Montreal",https://img.olx.com.br/images/36/360558170780384.webp,"3x de R$ 1.433,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 12:09",OLX
Asus Rtx 5070 12GB (LACRADA + NF),https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/asus-rtx-5070-12gb-lacrada-nf-1408749047,R$ 4.799,"Sete Lagoas, Brasília",https://img.olx.com.br/images/74/747525292270599.webp,"3x de R$ 1.599,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 10:28",OLX
Lote de CDs de Música,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/informatica/placas-de-video/lote-de-cds-de-musica-1383609286,R$ 150,Pedralva,https://img.olx.com.br/images/89/890568744649285.webp,"3x de R$ 50,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","1 de jun, 10:10",OLX
RX 6700XT 12GB Red Devil Triple Fan Completa Com Caixa,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-6700xt-12gb-red-devil-triple-fan-completa-com-caixa-1408708325,R$ 2.100,"Belo Horizonte, São Salvador",https://img.olx.com.br/images/87/870547658570774.webp,"3x de R$ 700,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 23:13",OLX
Rx 5700 Xt Sapphire Pulse OC 8gb Gddr6 3 Displayport 1 Hdmi,https://mg.olx.com.br/regiao-de-governador-valadares-e-teofilo-otoni/informatica/placas-de-video/rx-5700-xt-sapphire-pulse-oc-8gb-gddr6-3-displayport-1-hdmi-1408673008,R$ 1.350,"Governador Valadares, São Pedro",https://img.olx.com.br/images/25/251595289131763.webp,"3x de R$ 450,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 18:16",OLX
VENDE SE 1050TI,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/vende-se-1050ti-1408592376,R$ 498,"Uberlândia, Jardim Ipanema",https://img.olx.com.br/images/32/322577767964257.webp,"3x de R$ 166,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 10:49",OLX
RTX 3080 10gb Gainward Phoenix ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-10gb-gainward-phoenix-1399369760,R$ 2.849,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/92/920577870050885.webp,"3x de R$ 949,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 10:12",OLX
Rx 470 4gb mornach dragon,https://mg.olx.com.br/regiao-de-divinopolis/informatica/placas-de-video/rx-470-4gb-mornach-dragon-1408560681,R$ 500,Paineiras,https://img.olx.com.br/images/36/368537407915182.webp,"3x de R$ 166,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","31 de mai, 08:02",OLX
RTX 3060 ti 8gb RGB Novinha,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-ti-8gb-rgb-novinha-1408515910,R$ 1.999,"Belo Horizonte, Cruzeiro",https://img.olx.com.br/images/65/655526897628441.webp,"3x de R$ 666,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","30 de mai, 22:03",OLX
RTX 3080 10gb Galax SG 1 Click Oc,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-10gb-galax-sg-1-click-oc-1408466158,R$ 2.849,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/12/121545644796473.webp,"3x de R$ 949,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","30 de mai, 17:09",OLX
GTX 1650 versão especial,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/gtx-1650-versao-especial-1408400636,R$ 700,"Montes Claros, Belvedere",https://img.olx.com.br/images/39/391532047587961.webp,"3x de R$ 233,33","['Pague Online', 'Parcelamento sem juros']","30 de mai, 12:52",OLX
"RTX 5070 TI, MSI, SHADOW, 16 GB - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5070-ti-msi-shadow-16-gb-lacrada-envio-p-todo-br-1399331566,R$ 6.699,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/13/136578032797957.webp,"3x de R$ 2.233,00","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","30 de mai, 09:42",OLX
RTX 3080 Ti 12GB FOUNDERS EDITION,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-ti-12gb-founders-edition-1408219801,R$ 5.499,"Belo Horizonte, São Geraldo",https://img.olx.com.br/images/57/577587406740341.webp,"3x de R$ 1.833,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","29 de mai, 18:20",OLX
RX 570 Power Color AMD,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx-570-power-color-amd-1408153531,R$ 450,"Conselheiro Lafaiete, Parque Bandeirantes",https://img.olx.com.br/images/44/442544762075528.webp,"3x de R$ 150,00","['Pague Online', 'Parcelamento sem juros']","29 de mai, 13:56",OLX
Vendo peças do PC,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/vendo-pecas-do-pc-1408113204,R$ 1.350,"Belo Horizonte, Padre Eustáquio",https://img.olx.com.br/images/10/103510765933626.webp,"3x de R$ 450,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","29 de mai, 11:33",OLX
Gtx 770 MSI,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/gtx-770-msi-1408098190,R$ 325,"Juiz de Fora, Bandeirantes",https://img.olx.com.br/images/61/616540166492204.webp,"3x de R$ 108,33","['Pague Online', 'Parcelamento sem juros']","29 de mai, 10:58",OLX
Galax GeForce GTX 1630 100% testada,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/galax-geforce-gtx-1630-100-testada-1408054913,R$ 450,"Ibirité, Professor Washington Pires (Parque Durval de Barros)",https://img.olx.com.br/images/79/799591404988865.webp,"3x de R$ 150,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","29 de mai, 08:39",OLX
RX 480 8gb Sapphire Founders Edition com Caixa Original,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rx-480-8gb-sapphire-founders-edition-com-caixa-original-1329025520,R$ 649,"Barbacena, Santa Efigênia",https://img.olx.com.br/images/45/457409193733872.webp,"3x de R$ 216,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","29 de mai, 06:45",OLX
RTX 3080ti,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/informatica/placas-de-video/rtx-3080ti-1408025451,R$ 3.200,"Uberlândia, Jardim Patrícia",https://img.olx.com.br/images/15/155556407307387.webp,"3x de R$ 1.066,67","['Pague Online', 'Parcelamento sem juros']","29 de mai, 05:47",OLX
RTX 3090 24GB MSI ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3090-24gb-msi-1397949098,R$ 4.300,"Belo Horizonte, São José",https://img.olx.com.br/images/60/603552758031943.webp,"3x de R$ 1.433,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","28 de mai, 21:02",OLX
Rtx 3080 vulcan com display,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-vulcan-com-display-1407937648,R$ 3.600,"Congonhas, Ideal",https://img.olx.com.br/images/25/252519284013996.webp,"3x de R$ 1.200,00","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","28 de mai, 19:07",OLX
RTX 3060 TI ,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-ti-1407829062,R$ 2.100,"Itabirito, Saudade",https://img.olx.com.br/images/56/566572400254873.webp,"3x de R$ 700,00","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","28 de mai, 12:58",OLX
RTX 3060 12gb Zotac Twin Edge,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-12gb-zotac-twin-edge-1407822907,R$ 1.729,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/27/279502521335979.webp,"3x de R$ 576,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","28 de mai, 12:36",OLX
RTX 3060 12gb Galax 1-click OC,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-12gb-galax-1-click-oc-1407821055,R$ 1.699,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/73/738523406808390.webp,"3x de R$ 566,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","28 de mai, 12:30",OLX
RTX 3080 Ti 12gb Pny,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3080-ti-12gb-pny-1407820314,R$ 3.349,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/81/812501046071217.webp,"3x de R$ 1.116,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","28 de mai, 12:28",OLX
ASrock Challenger RX 7800 XT 16GB OC Edition,https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/asrock-challenger-rx-7800-xt-16gb-oc-edition-1407800184,R$ 3.999,"Montes Claros, Carmelo",https://img.olx.com.br/images/75/752501646980086.webp,"3x de R$ 1.333,00","['Pague Online', 'Parcelamento sem juros']","28 de mai, 11:13",OLX
"RTX 3060 Ti Twin Edge Zotac - Potência para Engenharia, Design e Gaming!",https://mg.olx.com.br/regiao-de-montes-claros-e-diamantina/informatica/placas-de-video/rtx-3060-ti-twin-edge-zotac-potencia-para-engenharia-design-e-gaming-1370026338,R$ 2.300,"Montes Claros, Ibituruna",https://img.olx.com.br/images/64/642521289964275.webp,"3x de R$ 766,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","28 de mai, 09:35",OLX
Rx580 nova-Envio para todo Brasil,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rx580-nova-envio-para-todo-brasil-1407675718,R$ 747,"Belo Horizonte, Santa Cruz",https://img.olx.com.br/images/29/295500166323529.webp,"3x de R$ 249,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 23:36",OLX
RTX 3060 12Gb Galax 1-Click OC,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-12gb-galax-1-click-oc-1407654839,R$ 1.779,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/13/130571287215333.webp,"3x de R$ 593,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 21:15",OLX
GTX1660 6GB,https://mg.olx.com.br/regiao-de-divinopolis/informatica/placas-de-video/gtx1660-6gb-1407654349,R$ 750,"Divinópolis, Bom Pastor",https://img.olx.com.br/images/53/537585527629381.webp,"3x de R$ 250,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 21:15",OLX
 Pc gamer Galax 1050,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/pc-gamer-galax-1050-1395910814,R$ 1.100,"Belo Horizonte, Castelo",https://img.olx.com.br/images/61/615506639716358.webp,"3x de R$ 366,67","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 20:32",OLX
Vendo tudo por 70 reais  ..,https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/vendo-tudo-por-70-reais-1407465815,R$ 70,"Juiz de Fora, Encosta do Sol",https://img.olx.com.br/images/82/824592283385468.webp,"2x de R$ 35,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 15:00",OLX
RTX 3070 8gb Zotac Twin Edge,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-8gb-zotac-twin-edge-1407451968,R$ 2.049,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/98/981510400476085.webp,"3x de R$ 683,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 13:51",OLX
RTX 3060 Ti 8gb Palit RGB,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3060-ti-8gb-palit-rgb-1407448654,R$ 1.869,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/38/383535644492781.webp,"3x de R$ 623,00","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 13:44",OLX
RTX 3070 Ti 8gb Zotac Trinity,https://mg.olx.com.br/belo-horizonte-e-regiao/informatica/placas-de-video/rtx-3070-ti-8gb-zotac-trinity-1407447683,R$ 2.449,"Conselheiro Lafaiete, São Dimas",https://img.olx.com.br/images/46/460575645459419.webp,"3x de R$ 816,33","['Entrega Fácil', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 13:41",OLX
"RTX 5070, ZOTAC SOLID, 12 GB - LACRADA - ENVIO P/TODO BR",https://mg.olx.com.br/regiao-de-juiz-de-fora/informatica/placas-de-video/rtx-5070-zotac-solid-12-gb-lacrada-envio-p-todo-br-1368368872,R$ 4.799,"Juiz de Fora, Alto dos Passos",https://img.olx.com.br/images/94/943536406129530.webp,"3x de R$ 1.599,67","['Frete grátis', 'Pague Online', 'Parcelamento sem juros']","27 de mai, 12:22",OLX
